HI,PGA,VMAX,ASI,TSIGN,TBRAC,PP,CAV,SED,TUD,EPA,PGV,PGD,IA,HTOT,ECC,VW1,VW2,CLASS
-0.440064,-0.682815,0.815473,-0.594658,-0.0004,-0.262896,-0.550957,-0.211826,-0.063475,-0.328716,-0.594397,-0.195678,0.729363,-0.726846,1,-0.26003,-0.090909,-1,B
-0.353561,-0.639872,1,-0.548852,0.005121,-0.063472,-0.579272,-0.137766,0.006697,-0.17562,-0.546837,-0.004406,0.721196,-0.657111,1,-0.26003,-0.090909,-1,C
0.691969,0.235651,-0.347155,0.054054,-0.743478,-0.575403,-0.606928,-0.430161,-0.377656,-0.528841,0.05754,0.338596,-0.258024,-0.439749,1,-0.26003,-0.090909,-1,C
-0.154959,-0.134773,-0.597147,0.127268,-0.686909,-0.521043,-0.652599,-0.477375,-0.880925,-0.557338,0.125156,-0.332023,-0.749713,-0.590639,1,-0.26003,-0.090909,-1,C
-0.205939,0.074075,-0.60188,0.367244,-0.779925,-0.589195,-0.776214,-0.386452,-0.853044,-0.460833,0.375277,-0.174858,-0.589814,-0.410508,1,-0.26003,-0.090909,-1,C
-0.079197,0.23032,-0.826206,0.439316,-0.624342,-0.443968,-0.40388,-0.018191,-0.79491,-0.001024,0.440294,-0.393497,-0.798623,0.086165,1,-0.26003,-0.090909,-1,C
0.558559,0.66577,-0.472151,1,-0.833301,-0.469361,-0.40388,0.101161,-0.460528,-0.245832,1,0.550528,-0.219389,0.7158,1,-0.26003,-0.090909,-1,C
0.520119,1,-0.578147,0.980142,-0.74196,-0.441565,-0.737952,0.191253,-0.491399,-0.07706,0.98588,0.602838,-0.433659,0.960762,1,-0.26003,-0.090909,-1,C
-0.001632,0.781101,-0.864938,0.729317,-0.816717,-0.530313,-0.505404,-0.032405,-0.784005,-0.259722,0.741311,-0.201399,-0.84293,0.362749,1,-0.26003,-0.090909,-1,C
0.596491,0.746228,-0.649945,0.336474,-0.800808,-0.4634,-0.737952,-0.012274,-0.377661,-0.181906,0.365553,0.244268,0.189291,0.517799,1,-0.26003,-0.090909,-1,C
-0.932482,-0.889169,-0.791274,-0.871971,0.82166,-1,-0.74235,-0.73772,-0.993366,-1,-0.872629,-0.951285,-0.805622,-0.977795,1,-0.26003,-0.090909,-1,A
-0.641332,-0.574625,-0.619746,-0.510088,-0.678974,-0.702317,-0.505404,-0.726335,-0.969754,-0.819276,-0.506948,-0.688377,-0.861767,-0.897809,1,-0.26003,-0.090909,-1,B
-0.412027,-0.74454,0.137695,-0.690236,0.258249,-0.033965,0.001658,-0.424284,-0.892286,-0.739298,-0.688778,-0.57066,-0.752169,-0.861983,1,-0.26003,-0.090909,-1,C
0.353204,0.809494,-0.736875,0.621114,-0.690694,-0.359951,-0.243661,-0.012015,-0.633644,-0.254964,0.627002,0.096265,-0.556764,0.044784,1,-0.26003,-0.090909,-1,C
-0.979489,-0.958671,-0.660878,-0.945058,-0.541959,-1,-0.573081,-0.963658,-0.999723,-1,-0.945188,-0.980956,-0.991673,-0.997893,1,-0.26003,-0.090909,-1,A
-0.961343,-0.973735,-0.167961,-0.961775,0.379502,-1,-0.609127,-0.902987,-0.996589,-1,-0.961715,-0.969516,-0.962346,-0.996226,1,-0.26003,-0.090909,-1,A
-0.851746,-0.919126,-0.240425,-0.89351,0.172355,-1,-0.296859,-0.745948,-0.987983,-1,-0.893553,-0.906217,-0.964614,-0.973828,1,-0.26003,-0.090909,-1,A
-0.707856,-0.731677,-0.501283,-0.695216,0.497436,0.009845,-0.233411,-0.436657,-0.957037,-0.84415,-0.693976,-0.766613,-0.908462,-0.897891,1,-0.26003,-0.090909,-1,B
-1,-1,0.136629,-1,-0.386961,-1,0.626837,-1,-1,-1,-1,-1,-1,-1,1,-0.26003,-0.090909,-1,A
-0.932352,-0.871585,-0.80414,-0.837648,-0.150892,-0.931569,-0.832237,-0.776577,-0.996488,-0.993805,-0.83643,-0.943861,-0.936855,-0.97268,1,-0.26003,-0.090909,-1,A
-0.963589,-0.978161,-0.048898,-0.978619,-0.756508,-1,1,-0.986148,-0.999451,-1,-0.978467,-0.970623,-0.992376,-0.999066,1,-0.26003,-0.090909,-1,A
-0.7575,-0.630163,-0.635079,-0.644874,-0.855194,-0.905164,-0.217612,-0.842938,-0.987124,-0.919459,-0.640769,-0.737441,-0.944961,-0.9461,1,-0.26003,-0.090909,-1,B
-0.928883,-0.749994,-0.853272,-0.712441,-1,-0.964284,-0.624706,-0.943565,-0.99854,-0.962485,-0.715574,-0.895065,-0.990667,-0.982037,1,-0.26003,-0.090909,-1,A
0.050645,-0.317234,-0.397353,0.026868,-0.411263,-0.290355,-0.590808,-0.064878,-0.678505,0.115807,0.018453,-0.305646,-0.695431,-0.374482,1,-0.26003,-0.090909,-1,C
0.042768,-0.396395,0.143762,-0.275885,0.250505,0.164349,-0.593988,0.11467,-0.219594,-0.164097,-0.27374,0.019009,0.524489,-0.473725,1,-0.26003,-0.090909,-1,C
0.382657,0.051283,-0.28949,0.31871,-0.604646,-0.416215,-0.43771,-0.031857,-0.418554,-0.09879,0.312891,0.212651,0.049512,-0.055497,1,-0.26003,-0.090909,-1,C
-0.190069,-0.313199,-0.557615,-0.178658,1,1,-0.725063,1,-0.368356,0.823433,-0.165977,-0.438036,-0.530899,0.002484,1,-0.26003,-0.090909,-1,C
-0.234334,-0.268225,-0.41062,-0.117783,-0.483085,-0.497701,-0.306517,-0.327193,-0.847657,-0.426519,-0.112159,-0.26733,-0.71256,-0.61166,1,-0.26003,-0.090909,-1,C
-0.35426,-0.478712,-0.400953,-0.472021,-0.582548,-0.633875,-0.624706,-0.551192,-0.909551,-0.660996,-0.471358,-0.473804,-0.839932,-0.817795,1,-0.26003,-0.090909,-1,C
-0.481693,-0.17285,-0.769208,-0.144905,-0.587632,-0.548021,-0.877857,-0.428159,-0.929608,-0.437022,-0.141619,-0.537916,-0.855861,-0.656818,1,-0.26003,-0.090909,-1,B
-0.635746,-0.382774,-0.681077,-0.213361,-0.558973,-0.491639,-0.510902,-0.498331,-0.962474,-0.561747,-0.208851,-0.590541,-0.937651,-0.747141,1,-0.26003,-0.090909,-1,B
0.360829,0.853268,-0.727876,0.62454,-0.692017,-0.34514,-0.243661,-0.017854,-0.569079,-0.256927,0.628959,0.143662,-0.437317,0.058788,1,-0.26003,-0.090909,-1,C
-0.715413,-0.664425,-0.575014,-0.669109,-0.372812,-0.691201,-0.66471,-0.680837,-0.969829,-0.87421,-0.666057,-0.737249,-0.90779,-0.921284,1,-0.26003,-0.090909,-1,B
-0.88326,-0.676139,-0.853272,-0.656294,-0.332621,-0.648256,-0.765101,-0.6791,-0.993329,-0.858251,-0.657071,-0.860375,-0.965542,-0.922228,1,-0.26003,-0.090909,-1,A
-0.75115,-0.680003,-0.455618,-0.689602,-0.51097,-0.560236,-0.961874,-0.711068,-0.960325,-0.835324,-0.680819,-0.701668,-0.786937,-0.91589,1,-0.26003,-0.090909,-1,A
0.351522,0.045022,-0.123296,0.321977,-0.629272,-0.511078,-0.629239,0.006399,0.384987,-0.042214,0.32146,0.419756,0.546006,0.004655,1,-0.26003,-0.090909,-1,C
-0.139636,-0.52009,0.420686,-0.47586,-0.620418,-0.573694,-0.174157,-0.46673,-0.586104,-0.524951,-0.467893,-0.023934,-0.036148,-0.74179,1,-0.26003,-0.090909,-1,C
0.090071,0.041183,-0.29689,-0.063063,-0.733586,-0.619675,-0.779445,-0.422441,-0.404793,-0.567069,-0.05892,0.19146,0.095198,-0.601809,1,-0.26003,-0.090909,-1,C
0.181654,0.060258,-0.031899,0.26897,-0.767539,-0.632036,-0.736498,-0.290355,0.036431,-0.416129,0.273515,0.560127,0.483042,-0.408247,1,-0.26003,-0.090909,-1,C
0.230962,-0.05116,0.18536,-0.109155,-0.640562,-0.618562,-1,-0.264106,-0.135342,-0.358094,-0.096691,0.650583,0.458204,-0.426954,1,-0.26003,-0.090909,-1,C
-0.876158,-0.396346,-0.927602,-0.370892,-0.94512,-0.942442,-0.677143,-0.873223,-0.995444,-0.924615,-0.371233,-0.784706,-0.983627,-0.936278,1,-0.26003,-0.090909,-1,B
-0.110676,-0.267125,-0.233359,-0.26897,-0.348285,-0.436148,-0.592923,-0.349476,-0.683823,-0.495106,-0.264305,-0.105248,-0.380026,-0.698649,1,-0.26003,-0.090909,-1,C
-0.36357,-0.524076,-0.30309,-0.337552,-0.340879,-0.314236,-0.712563,-0.254226,-0.716467,-0.283775,-0.335066,-0.462043,-0.48323,-0.653656,1,-0.26003,-0.090909,-1,C
-0.59128,-0.327603,-0.80514,-0.303134,-0.489413,-0.564878,-0.760432,-0.462095,-0.941956,-0.551974,-0.294792,-0.656499,-0.884645,-0.752731,1,-0.26003,-0.090909,-1,B
-0.302428,-0.078795,-0.644079,0.165176,-0.702477,-0.625426,-0.662257,-0.233787,-0.772861,-0.377546,0.161163,-0.341664,-0.399075,-0.402338,1,-0.26003,-0.090909,-1,C
-0.565189,-0.512338,-0.49675,-0.355888,-0.560794,-0.643551,-0.254047,-0.534758,-0.951409,-0.676934,-0.347068,-0.566447,-0.876291,-0.784186,1,-0.26003,-0.090909,-1,C
-0.803896,-0.758406,-0.380754,-0.737851,-0.312416,-0.970743,-0.71121,-0.782988,-0.947641,-0.969282,-0.739065,-0.75356,-0.698515,-0.961077,1,-0.105498,-1,0.625,B
-0.30901,-0.336455,-0.520283,-0.339836,-0.246178,-0.234555,-0.451885,-0.188916,-0.835959,-0.270579,-0.334136,-0.426614,-0.690956,-0.58654,1,-0.105498,-1,0.625,C
-0.678514,-0.886577,0.473018,-0.898363,0.742377,-1,0.726856,-0.523535,-0.906362,-1,-0.897628,-0.758617,-0.6335,-0.941164,1,-0.105498,-1,0.625,B
-0.706459,-0.889756,0.376287,-0.874223,0.053097,-1,0.62293,-0.684316,-0.938239,-1,-0.874651,-0.779553,-0.821366,-0.958651,1,-0.105498,-1,0.625,B
-0.094313,-0.508327,-0.049832,-0.498033,-0.490419,-0.476167,0.494934,-0.395148,-0.623396,-0.432149,-0.49087,-0.288733,-0.356432,-0.678604,1,-0.105498,-1,0.625,C
-0.834377,-0.619745,-0.90107,-0.671774,-0.736062,-0.741471,-0.961874,-0.802811,-0.993103,-0.855511,-0.6615,-0.856692,-0.969152,-0.932923,1,-0.105498,-1,0.625,A
-0.847507,-0.353207,-1,-0.270651,-0.642562,-0.635514,-0.730746,-0.469534,-0.984293,-0.493718,-0.261417,-0.826521,-0.949591,-0.698134,1,-0.105498,-1,0.625,A
-0.318759,0.105207,-0.695543,0.265671,-0.66358,-0.597295,-0.862498,-0.388091,-0.908882,-0.461377,0.274414,-0.278257,-0.8003,-0.525518,1,-0.105498,-1,0.625,C
-0.927901,-0.676237,-0.990867,-0.743021,-0.772608,-0.853615,-0.911788,-0.848481,-0.997717,-0.918856,-0.734508,-0.916602,-0.994221,-0.955668,1,-0.105498,-1,0.625,A
0.065696,0.062043,-0.560548,0.285402,-0.828865,-0.678082,-0.506318,-0.355649,-0.803211,-0.436476,0.294759,-0.129972,-0.651694,-0.312387,1,-0.105498,-1,0.625,C
1,0.679734,-0.260825,0.757708,-0.825019,-0.552616,-0.556911,-0.063912,-0.223073,-0.30297,0.773563,1,-0.239512,0.274698,1,-0.105498,-1,0.625,C
-0.195562,-0.156025,-0.653745,-0.119242,-0.425356,-0.341332,-0.682217,-0.254729,-0.804576,-0.289667,-0.11723,-0.407744,-0.766411,-0.487671,1,-0.105498,-1,0.625,C
-0.596224,0.060869,-0.839472,0.234393,-0.829356,-0.703559,-0.533466,-0.479674,-0.963419,-0.639467,0.241905,-0.496081,-0.911855,-0.540173,1,-0.105498,-1,0.625,C
0.379647,0.319924,-0.40202,0.248668,-0.521776,-0.330287,-0.048986,0.080768,-0.58759,-0.061877,0.269279,0.34107,-0.149464,0.283286,1,-0.105498,-1,0.625,C
-0.30855,-0.46487,0.470218,-0.428277,-0.327044,-0.254219,-0.633823,-0.362247,-0.190353,-0.371397,-0.423735,0.120952,0.80413,-0.682271,1,-0.105498,-1,0.625,C
0.11993,0.302389,-0.547082,0.428975,-0.049192,0.288281,-0.792723,0.964668,-0.605897,1,0.429961,0.090519,-0.591698,0.936053,1,-0.105498,-1,0.625,C
-0.390259,-0.611993,0.712743,-0.571628,-0.128325,-0.350414,-0.336203,-0.318903,-0.089449,-0.46809,-0.568435,-0.067938,1,-0.773391,1,-0.105498,-1,0.625,B
0.793412,0.809591,-0.559015,0.989024,-0.781978,0.301035,-0.657403,0.455523,-0.343067,-0.00265,0.991753,0.492035,-0.397473,1,1,-0.105498,-1,0.625,C
0.303822,-0.095424,0.293957,-0.118386,0.014264,0.245413,-0.489149,0.409754,1,0.496398,-0.106961,0.694984,0.697572,-0.067748,1,-0.105498,-1,0.625,C
-0.440064,-0.682815,0.815473,-0.594658,-0.0004,-0.262896,-0.550957,-0.211826,-0.063475,-0.328716,-0.594397,-0.195678,0.729363,-0.726846,1,-0.105498,-1,0.625,B
-0.353561,-0.639872,1,-0.548852,0.005121,-0.063472,-0.579272,-0.137766,0.006697,-0.17562,-0.546837,-0.004406,0.721196,-0.657111,1,-0.105498,-1,0.625,C
0.691969,0.235651,-0.347155,0.054054,-0.743478,-0.575403,-0.606928,-0.430161,-0.377656,-0.528841,0.05754,0.338596,-0.258024,-0.439749,1,-0.105498,-1,0.625,C
-0.154959,-0.134773,-0.597147,0.127268,-0.686909,-0.521043,-0.652599,-0.477375,-0.880925,-0.557338,0.125156,-0.332023,-0.749713,-0.590639,1,-0.105498,-1,0.625,C
-0.205939,0.074075,-0.60188,0.367244,-0.779925,-0.589195,-0.776214,-0.386452,-0.853044,-0.460833,0.375277,-0.174858,-0.589814,-0.410508,1,-0.105498,-1,0.625,C
-0.079197,0.23032,-0.826206,0.439316,-0.624342,-0.443968,-0.40388,-0.018191,-0.79491,-0.001024,0.440294,-0.393497,-0.798623,0.086165,1,-0.105498,-1,0.625,C
0.558559,0.66577,-0.472151,1,-0.833301,-0.469361,-0.40388,0.101161,-0.460528,-0.245832,1,0.550528,-0.219389,0.7158,1,-0.105498,-1,0.625,C
0.520119,1,-0.578147,0.980142,-0.74196,-0.441565,-0.737952,0.191253,-0.491399,-0.07706,0.98588,0.602838,-0.433659,0.960762,1,-0.105498,-1,0.625,C
-0.001632,0.781101,-0.864938,0.729317,-0.816717,-0.530313,-0.505404,-0.032405,-0.784005,-0.259722,0.741311,-0.201399,-0.84293,0.362749,1,-0.105498,-1,0.625,C
0.596491,0.746228,-0.649945,0.336474,-0.800808,-0.4634,-0.737952,-0.012274,-0.377661,-0.181906,0.365553,0.244268,0.189291,0.517799,1,-0.105498,-1,0.625,C
-0.932482,-0.889169,-0.791274,-0.871971,0.82166,-1,-0.74235,-0.73772,-0.993366,-1,-0.872629,-0.951285,-0.805622,-0.977795,1,-0.105498,-1,0.625,A
-0.641332,-0.574625,-0.619746,-0.510088,-0.678974,-0.702317,-0.505404,-0.726335,-0.969754,-0.819276,-0.506948,-0.688377,-0.861767,-0.897809,1,-0.105498,-1,0.625,B
-0.412027,-0.74454,0.137695,-0.690236,0.258249,-0.033965,0.001658,-0.424284,-0.892286,-0.739298,-0.688778,-0.57066,-0.752169,-0.861983,1,-0.105498,-1,0.625,C
0.353204,0.809494,-0.736875,0.621114,-0.690694,-0.359951,-0.243661,-0.012015,-0.633644,-0.254964,0.627002,0.096265,-0.556764,0.044784,1,-0.105498,-1,0.625,C
-0.979489,-0.958671,-0.660878,-0.945058,-0.541959,-1,-0.573081,-0.963658,-0.999723,-1,-0.945188,-0.980956,-0.991673,-0.997893,1,-0.105498,-1,0.625,A
-0.961343,-0.973735,-0.167961,-0.961775,0.379502,-1,-0.609127,-0.902987,-0.996589,-1,-0.961715,-0.969516,-0.962346,-0.996226,1,-0.105498,-1,0.625,A
-0.851746,-0.919126,-0.240425,-0.89351,0.172355,-1,-0.296859,-0.745948,-0.987983,-1,-0.893553,-0.906217,-0.964614,-0.973828,1,-0.105498,-1,0.625,A
-0.707856,-0.731677,-0.501283,-0.695216,0.497436,0.009845,-0.233411,-0.436657,-0.957037,-0.84415,-0.693976,-0.766613,-0.908462,-0.897891,1,-0.105498,-1,0.625,B
-1,-1,0.136629,-1,-0.386961,-1,0.626837,-1,-1,-1,-1,-1,-1,-1,1,-0.105498,-1,0.625,A
-0.932352,-0.871585,-0.80414,-0.837648,-0.150892,-0.931569,-0.832237,-0.776577,-0.996488,-0.993805,-0.83643,-0.943861,-0.936855,-0.97268,1,-0.105498,-1,0.625,A
-0.963589,-0.978161,-0.048898,-0.978619,-0.756508,-1,1,-0.986148,-0.999451,-1,-0.978467,-0.970623,-0.992376,-0.999066,1,-0.105498,-1,0.625,A
-0.7575,-0.630163,-0.635079,-0.644874,-0.855194,-0.905164,-0.217612,-0.842938,-0.987124,-0.919459,-0.640769,-0.737441,-0.944961,-0.9461,1,-0.105498,-1,0.625,B
-0.928883,-0.749994,-0.853272,-0.712441,-1,-0.964284,-0.624706,-0.943565,-0.99854,-0.962485,-0.715574,-0.895065,-0.990667,-0.982037,1,-0.105498,-1,0.625,A
0.050645,-0.317234,-0.397353,0.026868,-0.411263,-0.290355,-0.590808,-0.064878,-0.678505,0.115807,0.018453,-0.305646,-0.695431,-0.374482,1,-0.105498,-1,0.625,C
0.042768,-0.396395,0.143762,-0.275885,0.250505,0.164349,-0.593988,0.11467,-0.219594,-0.164097,-0.27374,0.019009,0.524489,-0.473725,1,-0.105498,-1,0.625,C
0.382657,0.051283,-0.28949,0.31871,-0.604646,-0.416215,-0.43771,-0.031857,-0.418554,-0.09879,0.312891,0.212651,0.049512,-0.055497,1,-0.105498,-1,0.625,C
-0.190069,-0.313199,-0.557615,-0.178658,1,1,-0.725063,1,-0.368356,0.823433,-0.165977,-0.438036,-0.530899,0.002484,1,-0.105498,-1,0.625,C
-0.234334,-0.268225,-0.41062,-0.117783,-0.483085,-0.497701,-0.306517,-0.327193,-0.847657,-0.426519,-0.112159,-0.26733,-0.71256,-0.61166,1,-0.105498,-1,0.625,C
-0.35426,-0.478712,-0.400953,-0.472021,-0.582548,-0.633875,-0.624706,-0.551192,-0.909551,-0.660996,-0.471358,-0.473804,-0.839932,-0.817795,1,-0.105498,-1,0.625,C
-0.481693,-0.17285,-0.769208,-0.144905,-0.587632,-0.548021,-0.877857,-0.428159,-0.929608,-0.437022,-0.141619,-0.537916,-0.855861,-0.656818,1,-0.105498,-1,0.625,C
-0.635746,-0.382774,-0.681077,-0.213361,-0.558973,-0.491639,-0.510902,-0.498331,-0.962474,-0.561747,-0.208851,-0.590541,-0.937651,-0.747141,1,-0.105498,-1,0.625,B
0.360829,0.853268,-0.727876,0.62454,-0.692017,-0.34514,-0.243661,-0.017854,-0.569079,-0.256927,0.628959,0.143662,-0.437317,0.058788,1,-0.105498,-1,0.625,C
-0.715413,-0.664425,-0.575014,-0.669109,-0.372812,-0.691201,-0.66471,-0.680837,-0.969829,-0.87421,-0.666057,-0.737249,-0.90779,-0.921284,1,-0.105498,-1,0.625,B
-0.88326,-0.676139,-0.853272,-0.656294,-0.332621,-0.648256,-0.765101,-0.6791,-0.993329,-0.858251,-0.657071,-0.860375,-0.965542,-0.922228,1,-0.105498,-1,0.625,A
-0.75115,-0.680003,-0.455618,-0.689602,-0.51097,-0.560236,-0.961874,-0.711068,-0.960325,-0.835324,-0.680819,-0.701668,-0.786937,-0.91589,1,-0.105498,-1,0.625,B
0.351522,0.045022,-0.123296,0.321977,-0.629272,-0.511078,-0.629239,0.006399,0.384987,-0.042214,0.32146,0.419756,0.546006,0.004655,1,-0.105498,-1,0.625,C
-0.139636,-0.52009,0.420686,-0.47586,-0.620418,-0.573694,-0.174157,-0.46673,-0.586104,-0.524951,-0.467893,-0.023934,-0.036148,-0.74179,1,-0.105498,-1,0.625,C
0.090071,0.041183,-0.29689,-0.063063,-0.733586,-0.619675,-0.779445,-0.422441,-0.404793,-0.567069,-0.05892,0.19146,0.095198,-0.601809,1,-0.105498,-1,0.625,C
0.181654,0.060258,-0.031899,0.26897,-0.767539,-0.632036,-0.736498,-0.290355,0.036431,-0.416129,0.273515,0.560127,0.483042,-0.408247,1,-0.105498,-1,0.625,C
0.230962,-0.05116,0.18536,-0.109155,-0.640562,-0.618562,-1,-0.264106,-0.135342,-0.358094,-0.096691,0.650583,0.458204,-0.426954,1,-0.105498,-1,0.625,C
-0.876158,-0.396346,-0.927602,-0.370892,-0.94512,-0.942442,-0.677143,-0.873223,-0.995444,-0.924615,-0.371233,-0.784706,-0.983627,-0.936278,1,-0.105498,-1,0.625,A
-0.110676,-0.267125,-0.233359,-0.26897,-0.348285,-0.436148,-0.592923,-0.349476,-0.683823,-0.495106,-0.264305,-0.105248,-0.380026,-0.698649,1,-0.105498,-1,0.625,C
-0.36357,-0.524076,-0.30309,-0.337552,-0.340879,-0.314236,-0.712563,-0.254226,-0.716467,-0.283775,-0.335066,-0.462043,-0.48323,-0.653656,1,-0.105498,-1,0.625,C
-0.59128,-0.327603,-0.80514,-0.303134,-0.489413,-0.564878,-0.760432,-0.462095,-0.941956,-0.551974,-0.294792,-0.656499,-0.884645,-0.752731,1,-0.105498,-1,0.625,B
-0.302428,-0.078795,-0.644079,0.165176,-0.702477,-0.625426,-0.662257,-0.233787,-0.772861,-0.377546,0.161163,-0.341664,-0.399075,-0.402338,1,-0.105498,-1,0.625,C
-0.565189,-0.512338,-0.49675,-0.355888,-0.560794,-0.643551,-0.254047,-0.534758,-0.951409,-0.676934,-0.347068,-0.566447,-0.876291,-0.784186,1,-0.105498,-1,0.625,C
-0.803896,-0.758406,-0.380754,-0.737851,-0.312416,-0.970743,-0.71121,-0.782988,-0.947641,-0.969282,-0.739065,-0.75356,-0.698515,-0.961077,1,0.771174,0.532468,0.675,A
-0.30901,-0.336455,-0.520283,-0.339836,-0.246178,-0.234555,-0.451885,-0.188916,-0.835959,-0.270579,-0.334136,-0.426614,-0.690956,-0.58654,1,0.771174,0.532468,0.675,C
-0.678514,-0.886577,0.473018,-0.898363,0.742377,-1,0.726856,-0.523535,-0.906362,-1,-0.897628,-0.758617,-0.6335,-0.941164,1,0.771174,0.532468,0.675,B
-0.706459,-0.889756,0.376287,-0.874223,0.053097,-1,0.62293,-0.684316,-0.938239,-1,-0.874651,-0.779553,-0.821366,-0.958651,1,0.771174,0.532468,0.675,B
-0.094313,-0.508327,-0.049832,-0.498033,-0.490419,-0.476167,0.494934,-0.395148,-0.623396,-0.432149,-0.49087,-0.288733,-0.356432,-0.678604,1,0.771174,0.532468,0.675,C
-0.834377,-0.619745,-0.90107,-0.671774,-0.736062,-0.741471,-0.961874,-0.802811,-0.993103,-0.855511,-0.6615,-0.856692,-0.969152,-0.932923,1,0.771174,0.532468,0.675,A
-0.847507,-0.353207,-1,-0.270651,-0.642562,-0.635514,-0.730746,-0.469534,-0.984293,-0.493718,-0.261417,-0.826521,-0.949591,-0.698134,1,0.771174,0.532468,0.675,A
-0.318759,0.105207,-0.695543,0.265671,-0.66358,-0.597295,-0.862498,-0.388091,-0.908882,-0.461377,0.274414,-0.278257,-0.8003,-0.525518,1,0.771174,0.532468,0.675,C
-0.927901,-0.676237,-0.990867,-0.743021,-0.772608,-0.853615,-0.911788,-0.848481,-0.997717,-0.918856,-0.734508,-0.916602,-0.994221,-0.955668,1,0.771174,0.532468,0.675,A
0.065696,0.062043,-0.560548,0.285402,-0.828865,-0.678082,-0.506318,-0.355649,-0.803211,-0.436476,0.294759,-0.129972,-0.651694,-0.312387,1,0.771174,0.532468,0.675,C
1,0.679734,-0.260825,0.757708,-0.825019,-0.552616,-0.556911,-0.063912,-0.223073,-0.30297,0.773563,1,-0.239512,0.274698,1,0.771174,0.532468,0.675,C
-0.195562,-0.156025,-0.653745,-0.119242,-0.425356,-0.341332,-0.682217,-0.254729,-0.804576,-0.289667,-0.11723,-0.407744,-0.766411,-0.487671,1,0.771174,0.532468,0.675,C
-0.596224,0.060869,-0.839472,0.234393,-0.829356,-0.703559,-0.533466,-0.479674,-0.963419,-0.639467,0.241905,-0.496081,-0.911855,-0.540173,1,0.771174,0.532468,0.675,C
0.379647,0.319924,-0.40202,0.248668,-0.521776,-0.330287,-0.048986,0.080768,-0.58759,-0.061877,0.269279,0.34107,-0.149464,0.283286,1,0.771174,0.532468,0.675,C
-0.30855,-0.46487,0.470218,-0.428277,-0.327044,-0.254219,-0.633823,-0.362247,-0.190353,-0.371397,-0.423735,0.120952,0.80413,-0.682271,1,0.771174,0.532468,0.675,C
0.11993,0.302389,-0.547082,0.428975,-0.049192,0.288281,-0.792723,0.964668,-0.605897,1,0.429961,0.090519,-0.591698,0.936053,1,0.771174,0.532468,0.675,C
-0.390259,-0.611993,0.712743,-0.571628,-0.128325,-0.350414,-0.336203,-0.318903,-0.089449,-0.46809,-0.568435,-0.067938,1,-0.773391,1,0.771174,0.532468,0.675,C
0.793412,0.809591,-0.559015,0.989024,-0.781978,0.301035,-0.657403,0.455523,-0.343067,-0.00265,0.991753,0.492035,-0.397473,1,1,0.771174,0.532468,0.675,C
0.303822,-0.095424,0.293957,-0.118386,0.014264,0.245413,-0.489149,0.409754,1,0.496398,-0.106961,0.694984,0.697572,-0.067748,1,0.771174,0.532468,0.675,C
-0.440064,-0.682815,0.815473,-0.594658,-0.0004,-0.262896,-0.550957,-0.211826,-0.063475,-0.328716,-0.594397,-0.195678,0.729363,-0.726846,1,0.771174,0.532468,0.675,B
-0.353561,-0.639872,1,-0.548852,0.005121,-0.063472,-0.579272,-0.137766,0.006697,-0.17562,-0.546837,-0.004406,0.721196,-0.657111,1,0.771174,0.532468,0.675,C
0.691969,0.235651,-0.347155,0.054054,-0.743478,-0.575403,-0.606928,-0.430161,-0.377656,-0.528841,0.05754,0.338596,-0.258024,-0.439749,1,0.771174,0.532468,0.675,C
-0.154959,-0.134773,-0.597147,0.127268,-0.686909,-0.521043,-0.652599,-0.477375,-0.880925,-0.557338,0.125156,-0.332023,-0.749713,-0.590639,1,0.771174,0.532468,0.675,C
-0.205939,0.074075,-0.60188,0.367244,-0.779925,-0.589195,-0.776214,-0.386452,-0.853044,-0.460833,0.375277,-0.174858,-0.589814,-0.410508,1,0.771174,0.532468,0.675,C
-0.079197,0.23032,-0.826206,0.439316,-0.624342,-0.443968,-0.40388,-0.018191,-0.79491,-0.001024,0.440294,-0.393497,-0.798623,0.086165,1,0.771174,0.532468,0.675,C
0.558559,0.66577,-0.472151,1,-0.833301,-0.469361,-0.40388,0.101161,-0.460528,-0.245832,1,0.550528,-0.219389,0.7158,1,0.771174,0.532468,0.675,C
0.520119,1,-0.578147,0.980142,-0.74196,-0.441565,-0.737952,0.191253,-0.491399,-0.07706,0.98588,0.602838,-0.433659,0.960762,1,0.771174,0.532468,0.675,C
-0.001632,0.781101,-0.864938,0.729317,-0.816717,-0.530313,-0.505404,-0.032405,-0.784005,-0.259722,0.741311,-0.201399,-0.84293,0.362749,1,0.771174,0.532468,0.675,C
0.596491,0.746228,-0.649945,0.336474,-0.800808,-0.4634,-0.737952,-0.012274,-0.377661,-0.181906,0.365553,0.244268,0.189291,0.517799,1,0.771174,0.532468,0.675,C
-0.932482,-0.889169,-0.791274,-0.871971,0.82166,-1,-0.74235,-0.73772,-0.993366,-1,-0.872629,-0.951285,-0.805622,-0.977795,1,0.771174,0.532468,0.675,A
-0.641332,-0.574625,-0.619746,-0.510088,-0.678974,-0.702317,-0.505404,-0.726335,-0.969754,-0.819276,-0.506948,-0.688377,-0.861767,-0.897809,1,0.771174,0.532468,0.675,B
-0.412027,-0.74454,0.137695,-0.690236,0.258249,-0.033965,0.001658,-0.424284,-0.892286,-0.739298,-0.688778,-0.57066,-0.752169,-0.861983,1,0.771174,0.532468,0.675,C
